Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
53,2.0,0.0,0.0,825.0,13.0,133.0,2399.0,0.1,75.50900000000004,0.0,0.0,480.5572648048401,,,,,,,,,,,,,,,,,,,,,33.619628767886006,22.427663065586568,71.17987794989303,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,0.0,861.0,14.0,36.0,2435.0,0.1,15.506999999999996,0.0,0.0,484.0808663368225,,,,,,,,,,,,,,,,,,,,,6.447455306445166,5.238996119125462,15.305487278036775,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,0.0,888.0,15.0,27.0,2462.0,0.1,12.006999999999996,0.0,0.0,486.9502184391022,,,,,,,,,,,,,,,,,,,,,4.771883069980476,4.096783161741652,11.90195115747432,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,0.0,1005.0,16.0,117.0,2579.0,0.1,58.021999999999984,0.0,0.0,498.3878529071808,,,,,,,,,,,,,,,,,,,,,25.46038440670163,16.121224487107078,55.15338664431791,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,0.0,1033.0,17.0,28.0,2607.0,0.1,12.508999999999995,0.0,0.0,501.2581317424774,,,,,,,,,,,,,,,,,,,,,4.55269694792895,4.4991732656389445,12.406324728590445,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,0.0,1061.0,18.0,28.0,2635.0,0.1,12.505999999999997,0.0,0.0,504.13368034362793,,,,,,,,,,,,,,,,,,,,,5.395908988990916,4.340441786862383,12.379661491630024,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,0.0,1091.0,19.0,30.0,2665.0,0.1,9.012999999999993,0.0,0.0,507.24952268600464,,,,,,,,,,,,,,,,,,,,,2.646545998904625,3.05429939583503,8.951497663862924,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,0.0,1131.0,20.0,40.0,2705.0,0.1,15.509999999999994,0.0,0.0,511.26147842407227,,,,,,,,,,,,,,,,,,,,,6.235866432732516,5.379320779375976,15.29113231619077,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,0.0,71.0,1.0,71.0,2776.0,0.1,37.50799999999998,0.0,0.0,696.6026735305786,,,,,,,,,,,,,,,,,,,,,16.821806190952707,11.786921315412487,36.386388150354925,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,0.0,0.0,106.0,2.0,35.0,2811.0,0.1,15.507999999999996,0.0,0.0,700.1489698886871,,,,,,,,,,,,,,,,,,,,,6.364333897178873,5.102189516862319,15.31586472718839,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3.0,0.0,0.0,144.0,3.0,38.0,2849.0,0.1,16.510000000000012,0.0,0.0,704.1195752620697,,,,,,,,,,,,,,,,,,,,,6.3072797215547975,5.564978065310482,16.302912893454938,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,3.0,0.0,0.0,196.0,4.0,52.0,2901.0,0.1,27.50800000000001,0.0,0.0,709.4725682735443,,,,,,,,,,,,,,,,,,,,,11.442939911121933,8.793130135683718,26.966873905558874,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,237.0,5.0,41.0,2942.0,0.1,15.511999999999993,0.0,0.0,713.859041929245,,,,,,,,,,,,,,,,,,,,,5.858509248213187,5.455417359391787,15.30239059963193,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,264.0,6.0,27.0,2969.0,0.1,10.507999999999996,0.0,0.0,716.7506141662598,,,,,,,,,,,,,,,,,,,,,4.185250295825475,3.813611501842629,10.415819465123496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,294.0,7.0,30.0,2999.0,0.1,13.006999999999996,0.0,0.0,719.8312652111053,,,,,,,,,,,,,,,,,,,,,5.384264908528066,4.6246745789510255,12.871201584712,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,316.0,8.0,22.0,3021.0,0.1,8.505999999999997,0.0,0.0,722.182418346405,,,,,,,,,,,,,,,,,,,,,3.5105330287317895,3.11564248248757,8.445651129976724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,355.0,9.0,39.0,3060.0,0.1,19.50700000000001,0.0,0.0,726.5542650222778,,,,,,,,,,,,,,,,,,,,,8.18016097878289,6.516672459295545,19.226407310040244,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,381.0,10.0,26.0,3086.0,0.1,11.507999999999996,0.0,0.0,729.3200676441193,,,,,,,,,,,,,,,,,,,,,4.519375003333505,4.171683472929663,11.413311459520912,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,459.0,11.0,78.0,3164.0,0.1,39.00899999999998,0.0,0.0,736.9411520957947,,,,,,,,,,,,,,,,,,,,,16.693153895462434,12.009551933459123,37.782461135964724,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,500.0,12.0,41.0,3205.0,0.1,21.50700000000001,0.0,0.0,741.0244100093842,,,,,,,,,,,,,,,,,,,,,9.63005628377834,7.176894338518739,21.154455448807248,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
